N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_6-layer,conv2/Convolution,151430,902,462422016,147456,12845056,12845056,462422016,7225344,13795328,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_6-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,conv2/Convolution,151558,1030,539492352,172032,12845056,12845056,462422016,7225344,13819904,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_8-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_8-layer,conv2/Convolution,151686,1158,616562688,196608,12845056,12845056,462422016,7225344,13844480,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_8-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,conv2/Convolution,110934,73302,77070336,24576,12845056,12845056,539492352,8429568,14876672,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_2-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_2-layer,conv2/Convolution,111062,73430,154140672,49152,12845056,12845056,539492352,8429568,14901248,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_2-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,conv2/Convolution,111190,35926,231211008,73728,12845056,12845056,539492352,8429568,14925824,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_4-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_4-layer,conv2/Convolution,111318,36054,308281344,98304,12845056,12845056,539492352,8429568,14950400,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_4-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,conv2/Convolution,151310,782,385351680,122880,12845056,12845056,539492352,8429568,14974976,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,conv2/Convolution,151438,910,462422016,147456,12845056,12845056,539492352,8429568,14999552,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,conv2/Convolution,151566,1038,539492352,172032,12845056,12845056,539492352,8429568,15024128,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_8-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_8-layer,conv2/Convolution,151694,1166,616562688,196608,12845056,12845056,539492352,8429568,15048704,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_8-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_1-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_1-layer,conv2/Convolution,117206,79574,77070336,24576,12845056,12845056,616562688,9633792,16080896,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_1-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_2-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_2-layer,conv2/Convolution,117334,79702,154140672,49152,12845056,12845056,616562688,9633792,16105472,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_2-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_3-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_3-layer,conv2/Convolution,117462,42198,231211008,73728,12845056,12845056,616562688,9633792,16130048,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_3-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_4-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_4-layer,conv2/Convolution,117590,42326,308281344,98304,12845056,12845056,616562688,9633792,16154624,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_4-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_5-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_5-layer,conv2/Convolution,151318,790,385351680,122880,12845056,12845056,616562688,9633792,16179200,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_5-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_6-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_6-layer,conv2/Convolution,151446,918,462422016,147456,12845056,12845056,616562688,9633792,16203776,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_6-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_7-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_7-layer,conv2/Convolution,151574,1046,539492352,172032,12845056,12845056,616562688,9633792,16228352,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_7-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_8-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_8-layer,conv2/Convolution,151702,1174,616562688,196608,12845056,12845056,616562688,9633792,16252928,6422528,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_64-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_8-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,conv2/Convolution,106880,88064,115605504,49152,19267584,19267584,115605504,1204224,10887168,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_2-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_2-layer,conv2/Convolution,107136,88320,231211008,98304,19267584,19267584,115605504,1204224,10936320,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_2-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,conv2/Convolution,107200,78976,346816512,110592,19267584,19267584,115605504,1204224,10948608,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_4-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_4-layer,conv2/Convolution,107392,79168,462422016,147456,19267584,19267584,115605504,1204224,10985472,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_4-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,conv2/Convolution,107584,51136,578027520,184320,19267584,19267584,115605504,1204224,11022336,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,conv2/Convolution,107776,51328,693633024,221184,19267584,19267584,115605504,1204224,11059200,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,conv2/Convolution,107968,51520,809238528,258048,19267584,19267584,115605504,1204224,11096064,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_8-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_8-layer,conv2/Convolution,120705,64257,924844032,294912,19267584,19267584,115605504,3612672,13541376,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_8-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_1-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_1-layer,conv2/Convolution,113152,94336,115605504,49152,19267584,19267584,231211008,2408448,12091392,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_1-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_2-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_2-layer,conv2/Convolution,113408,94592,231211008,98304,19267584,19267584,231211008,2408448,12140544,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_2-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_3-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_3-layer,conv2/Convolution,113472,85248,346816512,110592,19267584,19267584,231211008,2408448,12152832,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_3-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_4-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_4-layer,conv2/Convolution,113664,85440,462422016,147456,19267584,19267584,231211008,2408448,12189696,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_4-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_5-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_5-layer,conv2/Convolution,113856,57408,578027520,184320,19267584,19267584,231211008,2408448,12226560,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_5-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_6-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_6-layer,conv2/Convolution,114048,57600,693633024,221184,19267584,19267584,231211008,2408448,12263424,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_6-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_7-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_7-layer,conv2/Convolution,114240,57792,809238528,258048,19267584,19267584,231211008,2408448,12300288,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_7-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_8-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_8-layer,conv2/Convolution,139521,83073,924844032,294912,19267584,19267584,231211008,7225344,17154048,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_8-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,conv2/Convolution,119360,91136,115605504,36864,19267584,19267584,346816512,3612672,13283328,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_2-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_2-layer,conv2/Convolution,119552,91328,231211008,73728,19267584,19267584,346816512,3612672,13320192,9633792,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_2-layer,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-base,conv-b2/Convolution,904342,1174,3699376128,1179648,77070336,77070336,3699376128,57802752,97517568,38535168,192,65536,16384,32768,16
16,32,8,2,width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-layer,conv2/Convolution,119744,63296,346816512,110592,19267584,19267584,346816512,3612672,13357056,9633792,192,65536,16384,32768,16
